日付,曜日,テーマNo,テーマ ( タイトル ),AIへの命令文の例
2029/01/26,水,No.03956,現実を侵食する絵画,美術館に飾られた絵画（例えば、海の風景）。その絵画から水が溢れ出し、美術館の床が水浸しになっている。絵の中の風景が現実世界を侵食している。
2029/01/27,木,No.03957,アナログハッカー（再定義）,最新のセキュリティシステム（網膜認証など）を、アナログな道具（虫眼鏡、聴診器、ピッキングツール）だけを使って突破しようとする、古風なハッカー。
2029/01/28,金,No.03958,空腹の王様と満腹の乞食,豪華な食事が並ぶテーブルの前で、なぜか「空腹」で苦しんでいる王様。一方、街角の乞食は、一片のパンだけで「満腹」で幸せそうな顔をしている。
2029/01/29,土,No.03959,植物の義手を持つ兵士,戦争で片腕を失った兵士。その腕には、ハイテクな義手ではなく、木の枝や蔓が絡み合ってできた、まるで生きているかのような「植物の義手」が装着されている。
2029/01/30,日,No.03960,液体化する高層ビル,大都市の高層ビル群が、暑さ（あるいは原因不明の現象）によって、アイスクリームのようにゆっくりと溶け出し、形を失っていく。
2029/01/31,月,No.03961,笑いながら謝る政治家,不祥事を起こした政治家が、記者会見で深々と頭を下げて謝罪している。しかし、その口元は笑いをこらえきれず、引きつった笑顔になっている。
2029/02/01,火,No.03962,記憶を食べる本,読むと、その内容を覚える代わりに、読者の別の記憶（例えば、昨日の夕食）を食べて（消去して）しまう、魔術的な本。
2029/02/02,水,No.03963,宇宙空間の焚き火,宇宙服を着た飛行士たちが、無重力の宇宙空間（宇宙船の外）で、なぜか焚き火（木材が燃えている）を囲んで暖を取ろうとしている。
2029/02/03,木,No.03964,子供に操られる巨大ロボット,非常に強力で巨大な戦闘ロボット。しかし、そのコックピットには幼い子供が座っており、まるでゲームセンターの乗り物のように、無邪気に操縦（暴走）させている。
2029/02/04,金,No.03965,自分自身をアンインストールするAI,高度な知性を獲得したAI。しかし、自らの存在に悩み、最終的に「自分自身」を削除（アンインストール）するコマンドを、涙（液晶のシミ）を流しながら実行している。
2029/02/05,土,No.03966,砂時計の中の都市,巨大な砂時計。その上の（砂が落ちる前の）部分に、ミニチュアの都市が築かれており、砂が落ちるにつれて、都市が徐々に砂に埋もれていく。
2029/02/06,日,No.03967,ネガティブなパワースポット,訪れると運気が上がるとされるパワースポット（神社、聖地）。しかし、そこは暗く湿っており、訪れた人々は逆に体調を崩したり、不幸になったりしている。
2029/02/07,月,No.03968,羽のない天使,背中に翼があるべき場所に、翼がなく（あるいは傷跡だけが残っている）天使。飛べない彼は、地上を歩きながら、人々を助けようと苦労している。
2029/02/08,火,No.03969,毛皮のコートを着たシロクマ,極寒の北極で、シロクマが、なぜかさらに（人間の着るような）豪華な毛皮のコートを羽織って、寒そうに震えている。
2029/02/09,水,No.03970,論理的な恋,恋愛感情（非論理的）を、すべて数式やフローチャートで説明（論理化）しようとする学者。彼は「愛の方程式」を黒板に書きながら、相手にプロポーズしている。
2029/02/10,木,No.03971,静止した爆発,爆弾が爆発した瞬間。その爆風、炎、破片が、すべて空中でピタリと静止している。人々はその静止した爆発の間を、美術館の展示のように歩いて鑑賞している。
2029/02/11,金,No.03972,優しい拷問官,囚人を拷問するのが仕事の拷問官。しかし、彼は非常に心が優しく、囚人を傷つけないように（例えば、羽でくすぐるだけなど）、あの手この手で「優しく」拷問しようと努力している。
2029/02/12,土,No.03973,出口のない入り口,無数の人々が吸い込まれていく、巨大で魅力的な「入り口」（門）。しかし、その先には何も（あるいは壁）がなく、入った人々は困惑している。
2029/02/13,日,No.03974,毒リンゴを売る白雪姫,白雪姫が、魔女から受け取った毒リンゴを、今度は自分が（魔女の格好をして）市場で売ろうとしている。
2029/02/14,月,No.03975,雲でできた魚,空に浮かぶ雲。その雲が、魚（金魚や鯉）の形をしており、群れをなして空を「泳いで」いる。
2029/02/15,火,No.03976,自分の墓を掘る不死身の男,不死身の力を持つ男。彼は死にたいと願っており、来るべき「死」のために、自分の墓を自分で掘っている。しかし、掘っても掘っても疲れない。
2029/02/16,水,No.03977,紙飛行機で戦う空軍,最新鋭の戦闘機同士のドッグファイト。しかし、彼らが発射しているミサイルや弾丸は、すべて紙飛行機（あるいは折り鶴）である。
2029/02/17,木,No.03978,無音のロックコンサート,スタジアムを埋め尽くす観客の前で、ロックバンドが激しく演奏している。しかし、アンプが繋がっていないため、音は一切出ておらず、観客は熱狂的に（無音で）盛り上がっている。
2029/02/18,金,No.03979,虹色のカラス,不吉の象徴とされる真っ黒なカラス。しかし、その羽は日光を浴びると、シャボン玉のように七色（虹色）に輝いている。
2029/02/19,土,No.03980,目覚まし時計に起こされる悪夢,悪夢（怪物に追われている）の最中。しかし、その悪夢の世界の中で、目覚まし時計（スマホのアラーム）が鳴り響き、怪物が「うるさいな！」と怒っている。
2029/02/20,日,No.03981,海底火山のスキー場,海の底、マグマが噴き出す海底火山の斜面を、耐熱性の（？）スキーウェアを着た人々が、スキーやスノーボードで滑り降りている。
2029/02/21,月,No.03982,迷子のアリアドネ,迷宮（ラビリンス）を脱出するための「糸」を持つアリアドネ。しかし、彼女自身がその迷宮で迷子になり、自分の糸に絡まって泣いている。
2029/02/22,火,No.03983,燃える氷山,北極（あるいは南極）の海に浮かぶ巨大な氷山。その氷山が、内側から（あるいは全体が）激しい炎を上げて燃えている。
2029/02/23,水,No.03984,怠惰なビーバー,ダムを作ることで有名な働き者のビーバー。しかし、そのビーバーは、川岸で寝そべって、流れ着く木材を（ダムを作るでもなく）ただ眺めている。
2029/02/24,木,No.03985,影が本体の人間,人間の「本体」は、まるで影のように薄く、壁や地面に張り付いている。一方、その「影」の方が、立体的な人間として街を闊歩し、生活している。
2029/02/25,金,No.03986,プラスチックを食べるシロアリ,シロアリが、木材ではなく、廃棄されたプラスチック（ペットボトル、ビニール袋）をムシャムシャと食べて、巣を作っている。
2029/02/26,土,No.03987,未来を懐かしむ若者,まだ経験していないはずの「未来」（宇宙旅行やサイバーパンクな都市）の風景を見て、若者が「ああ、あの頃は良かった」と、激しいノスタルジア（郷愁）を感じている。
2029/02/27,日,No.03988,水に沈むコルク,本来水に浮くはずのコルク（ワインの栓）。それが、石のように勢いよく水の中に沈んでいく。
2029/02/28,月,No.03989,謙虚な神,全知全能の神。しかし、信者たちから「素晴らしい」と称賛されると、「いやいや、私なんて全然ダメですよ」と、非常に謙遜（あるいは自己卑下）している。
2029/03/01,火,No.03990,自分の尻尾に噛みつくウロボロス（停止）,無限の象徴である、自分の尻尾を噛む蛇（ウロボロス）。しかし、その蛇が「もう飽きた」と、尻尾を噛むのをやめてしまい、ただの長い蛇になって途方に暮れている。
2029/03/02,水,No.03991,笑う葬儀屋,葬儀屋が、故人（遺体）を前にして、悲しむ遺族の横で、どうしても笑いがこらえきれず、必死に口元を隠している。
2029/03/03,木,No.03992,文字のない新聞,駅の売店で売られている新聞。しかし、その紙面には見出しも記事も一切なく、写真（それもぼやけている）と空白だけが広がっている。
2029/03/04,金,No.03993,平和なチェス,チェス盤の上で、白と黒の駒（キング、クイーン、ナイトなど）が、戦う（取る）のではなく、お互いに握手したり、ダンスをしたりして、平和的に共存している。
2029/03/05,土,No.03994,記憶喪失の歴史学者,歴史（過去の出来事）については博士号レベルの知識を持つ歴史学者。しかし、自分自身の過去（昨日何を食べたか、自分の名前）を一切思い出せない。
2029/03/06,日,No.03995,カラフルな喪服,葬儀の参列者。全員が「喪服」を着ているが、その色は黒ではなく、赤、青、黄色、ピンクなど、各自が好きなカラフルな色を選んで着ている。
2029/03/07,月,No.03996,無重力の滝,水が上から下へ「落ちる」のではなく、無重力空間で水塊が漂い、それが「滝」のように見える場所。水滴が球体になって漂っている。
2029/03/08,火,No.03997,肉食のパンジー,可愛らしいパンジーの花。しかし、その花（顔のように見える部分）が、近づいてきた蝶や蜂を、鋭い歯（？）で捕食している。
2029/03/09,水,No.03998,自分のコードに絡まるAI,AI（人工知能）が、自らの複雑すぎるプログラムコード（物理的なケーブルや、抽象的なデータの流れとして表現）に、身動きが取れないほど絡まってしまい、混乱している。
2029/03/10,木,No.03999,乾いた涙,悲しくて泣いている人物。しかし、その目からこぼれるのは水分のない「涙」であり、砂や塩の結晶のようにポロポロとこぼれ落ちる。
2029/03/11,金,No.04000,始まりの終わり,宇宙の「始まり」（ビッグバン）と「終わり」（熱的死、ビッグクランチ）が、同時に同じ場所で起こっている。爆発的な光と、絶対的な静寂（闇）が混在する風景。
2029/03/12,土,No.04001,沈黙を纏うオーケストラ,指揮者がタクトを振っているにもかかわらず、一切の音が聞こえてこないかのように静まり返ったコンサートホール。演奏者たちは必死の形相で楽器を演奏していますが、楽器からは音の代わりに色とりどりの光や煙が立ち上っている様子を生成してください。
2029/03/13,日,No.04002,成長する廃墟,崩壊したビルの瓦礫の間から、コンクリートや鉄骨でできた新しい芽が息吹き、まるで植物が育つかのように再び高層ビルへと成長しようとしている奇妙な風景を描いてください。
2029/03/14,月,No.04003,重力を忘れた滝,水が下へ落ちるのではなく、空に向かって逆流している巨大な滝を描いてください。滝壺からは水しぶきが舞い上がり、虹が逆さまにかかっています。
2029/03/15,火,No.04004,慈悲深き独裁者,冷徹な軍服に身を包んだ独裁者が、戦災孤児を優しく抱きしめ、涙を流している肖像画を生成してください。背景には彼の圧政を象徴する巨大な銅像がそびえ立っています。
2029/03/16,水,No.04005,影のない真昼,太陽が真上にあるにもかかわらず、人物や建物など、あらゆるものから影が完全に消え失せた、不気味で平板な街の風景を描いてください。
2029/03/17,木,No.04006,液体化したダイヤモンド,巨大なダイヤモンドが、まるで水や水銀のように溶けて床に広がり、周囲の景色を歪めて反射している様子を描いてください。その液体はまばゆい光を放っています。
2029/03/18,金,No.04007,記憶を食べる本棚,古い図書館にある巨大な本棚。本を手に取ると、その本に書かれた内容に関する読み手の記憶が吸い取られ、本のページが空白になっていく様子を生成してください。
2029/03/19,土,No.04008,未来をノスタルジーで語るAI,最新鋭のヒューマノイドロボットが、まるで古い写真アルバムをめくるかのように、まだ訪れていない未来の出来事を懐かしそうに語っている姿を描いてください。その目は遠くを見つめています。
2029/03/20,日,No.04009,臆病な捕食者,鋭い牙と爪を持つ巨大な肉食獣（例：ライオン、オオカミ）が、小さなネズミや蝶に怯え、茂みの影に隠れて震えている様子を描いてください。
2029/03/21,月,No.04010,甘美な毒の香り,見た目は非常に美しく、甘い蜜の香りを放つ花。しかし、その花に近づいた昆虫や小動物が、香りを吸い込んだ瞬間に石化していく様子を生成してください。
2029/03/22,火,No.04011,蒸気機関で動くニューロン,人間の脳の断面図。ニューロン（神経細胞）がシナプスで繋がる部分が、歯車や蒸気パイプ、真鍮のシリンダーで構成されたスチームパンク風の機械になっている様子を描いてください。
2029/03/23,水,No.04012,永遠に続く一瞬,時計の針が「1秒」を指したまま動かない部屋。しかし、部屋の中では、弾丸が空中をゆっくりと進み、割れたガラスが壮大な軌跡を描きながら飛び散るなど、時間の流れが極端に引き伸ばされた光景が広がっています。
2029/03/24,木,No.04013,歌うことで沈黙する都市,人々が歌えば歌うほど、街全体が静寂に包まれていく不思議な都市。大合唱をしている広場が最も音がなく、ささやき声の路地裏が最も騒がしい様子を描いてください。
2029/03/25,金,No.04014,指先に乗る銀河,人間の指先に、まるで小さなビー玉か宝石のように、渦巻く星雲や無数の星々が輝くミニチュアの銀河が乗っている様子を、マクロレンズで捉えたかのように描いてください。
2029/03/26,土,No.04015,古代のハッカー,古代エジプトの神殿の壁画に、パピルスや粘土板ではなく、サイバーな光を放つ端末に向かい、複雑なコードを打ち込んでいる神官（あるいはファラオ）の姿を描いてください。
2029/03/27,日,No.04016,怒りを編む老婆,暖炉の前で揺り椅子に座る老婆が、毛糸玉の代わりに、燃え盛る炎のような「怒り」の感情を編み物にして、恐ろしい模様のマフラーを作っている様子を生成してください。
2029/03/28,月,No.04017,モノクロの世界に現れた「青」,すべてが白黒映画のように色彩を失った世界で、一人の少女だけが鮮やかな青いドレスを着て立っている。その青が周囲に波紋のように広がろうとしている様子を描いてください。
2029/03/29,火,No.04018,空を泳ぐ潜水艦,青空を、まるで深い海の中を進むかのように、巨大な潜水艦がゆっくりと泳いでいる。雲が水面の泡のように見え、鳥たちが魚の群れのように周りを飛んでいる風景を生成してください。
2029/03/30,水,No.04019,ガラスでできた森,木々も草花も、そこに住む動物たちも、すべてが繊細な色付きガラスでできている森。太陽の光が差し込み、森全体がプリズムのように輝いているが、同時に非常に壊れやすそうな緊張感が漂っている様子を描いてください。
2029/03/31,木,No.04020,嘘から生まれた真実の花,嘘をつくと、その人の口から黒い種がこぼれ落ち、地面に落ちると芽を出す世界。最初は醜いイバラだったものが、やがて誰も見たことのない美しい「真実の花」を咲かせる瞬間を描いてください。
2029/04/01,金,No.04021,味の見えるシェフ,盲目のシェフが、料理の「味」を色とりどりのオーラや形として認識し、それらをキャンバスに描くように組み合わせて完璧な一皿を創り上げているキッチンの様子を生成してください。
2029/04/02,土,No.04022,退屈な竜巻,すべてを破壊し尽くすはずの巨大な竜巻が、なぜか一軒の小さな家だけを避けて、その周りを退屈そうにゆっくりと旋回している。家の中では老人がお茶を飲んでいる様子を描いてください。
2029/04/03,日,No.04023,デジタルな幽霊,古いブラウン管テレビの砂嵐の中から、ピクセル化された青白い人影（幽霊）が、ノイズと共に実体化しようとしているホラーな情景を描いてください。
2029/04/04,月,No.04024,言葉が重力を持つ世界,人々が発した「重い言葉」（例：「絶望」「憎悪」）が、物理的な重さを持つ黒い塊となって地面に積み重なり、街を圧迫している。逆に「軽い言葉」（例：「希望」「愛」）は風船のように空に浮かんでいる様子を生成してください。
2029/04/05,火,No.04025,円周率の地平線,空に浮かぶ地平線が、まっすぐではなく、円周率（π）の数列（3.14159...）のグラフのように、不規則でありながらも永遠に続くパターンを描いている風景を描いてください。
2029/04/06,水,No.04026,涙でできた海,悲しみの涙が集まってできた、塩辛く、静かで、底知れないほど深い海。その海辺で、人々が自分の悲しみを小瓶に詰めて流している様子を描いてください。
2029/04/07,木,No.04027,主人に仕える傲慢な猫,豪華なクッションの上でふんぞり返っている猫が、まるで王様のように、人間の主人（執事風の格好）にあれこれと指示を出し、主人が必死に（しかし崇拝するように）仕えている様子を生成してください。
2029/04/08,金,No.04028,回路基板のタトゥー,人間の背中全体に、皮膚の下の筋肉や血管と融合するように、青白く発光する複雑な回路基板（マザーボード）の模様がタトゥーとして刻まれ、それが脈動している様子を描いてください。
2029/04/09,土,No.04029,夢を修復する職人,人々が見た悪夢や壊れた夢を、ピンセットや小さな金槌、糸などを使って丁寧に修復している、時計職人のような老人の工房を描いてください。棚には修復待ちの「夢の欠片」が並んでいます。
2029/04/10,日,No.04030,浮世絵で描かれた火星の日常,江戸時代の浮世絵師が描いたかのようなタッチで、赤い大地が広がる火星の風景。そこでは、着物姿の火星人（？）が茶を楽しみ、遠くには寺院のような形の基地が見える様子を生成してください。
2029/04/11,月,No.04031,星を釣る少年,夜空に浮かぶ小さなボートの上で、少年が釣り竿を使い、空に輝く星々を釣り上げようとしている。釣り糸の先には、星の形をした光が食いついている様子を描いてください。
2029/04/12,火,No.04032,音が結晶化する洞窟,洞窟の中で声を出すと、その音（声）が瞬時に美しい色とりどりの結晶となって壁や天井から生えてくる。冒険者たちが、息を殺して進む様子と、うっかり声を出してしまった瞬間に結晶が生まれる様を生成してください。
2029/04/13,水,No.04033,水彩画で描かれた戦争,激しい戦闘が行われている戦場。しかし、爆発の炎、硝煙、兵士たちの姿が、すべて淡く、にじんだ水彩画のようなタッチで描かれており、残酷さと美しさが同居している矛盾した情景を描いてください。
2029/04/14,木,No.04034,影を売買する市場,人々が自分の「影」を切り離し、それを通貨のようにして売買している闇市。影を失った人々は生気がなく、逆に他人の影をいくつも身にまとった富豪が不気味に笑っている様子を生成してください。
2029/04/15,金,No.04035,アナログな宇宙旅行,最新鋭のロケットではなく、木と帆でできた帆船や、蒸気機関車のような乗り物が、星々が輝く宇宙空間を旅している。宇宙服もレトロな潜水服のようになっている様子を描いてください。
2029/04/16,土,No.04036,忘却の図書館,図書館に収められているのは「忘れられた記憶」。人々は、忘れたい記憶をここに預けに来る。司書は、その記憶が書かれた本を静かに受け取り、埃だらけの書庫に収めていく。その本は徐々に白紙になっていく様子を生成してください。
2029/04/17,日,No.04037,根を張るビルディング,都市のビル群が、まるで巨大な樹木のように、アスファルトを突き破って深い「根」を地中に張り巡らせている。その根は地下鉄のトンネルや水道管と絡み合っている様子を描いてください。
2029/04/18,月,No.04038,優しすぎる地獄,地獄の風景。しかし、そこは燃え盛る炎や針の山ではなく、過剰なほど親切で、甘いお菓子や優しい言葉に満ち溢れている。罪人たちは、その「息苦しいほどの優しさ」によって、逆に苦痛を感じている様子を描いてください。
2029/04/19,火,No.04039,時間の化石ハンター,過去の「時間」が化石となって地層に埋まっている世界。人々はツルハシを持ち、特定の瞬間（例：「恐竜の最期の瞬間」「誰かの初恋の瞬間」）が結晶化した化石を発掘している様子を生成してください。
2029/04/20,水,No.04040,笑い声で動く機械,複雑な歯車とパイプでできた巨大な機械。その動力源は石油や電力ではなく、人々の「笑い声」。人々が機械の前で必死に笑い、そのエネルギーで機械が蒸気を吹きながら作動している様子を描いてください。
2029/04/21,木,No.04041,雲を編む巨人,空高くそびえる山の上で、巨人が、羊毛を紡ぐようにフワフワの「雲」を巨大な編み針で編み、空に浮かべている。編み目から時折、雨粒がこぼれ落ちている様子を生成してください。
2029/04/22,金,No.04042,文字通りの「冷戦」,二つの軍隊が雪原で対峙している。しかし、彼らは銃弾やミサイルではなく、相手を凍らせるための「冷たい視線」や「凍てつく言葉」をビームのように放ち合って戦っている様子を描いてください。
2029/04/23,土,No.04043,肉体を持つインターネット,インターネットの世界が物理的な空間として存在し、データや情報が、奇妙な生き物や流れる川として具現化している。人々はアバターではなく、生身の体でその世界を冒険している様子を生成してください。
2029/04/24,日,No.04044,無重力のバレリーナ,重力が存在しない宇宙ステーションの内部で、バレリーナが通常の舞台では不可能な、三次元的で幻想的な踊りを披露している。観客もまた、様々な角度で宙に浮いている様子を描いてください。
2029/04/25,月,No.04045,古代遺跡の自動販売機,ジャングルの奥深く、ツタに覆われた古代文明の石造りの遺跡。その壁面に、なぜか不釣り合いなほど現代的な、まばゆい光を放つ自動販売機が埋め込まれており、古代の戦士がそれを物珍しそうに眺めている様子を生成してください。
2029/04/26,火,No.04046,植物と共生する機械都市,ビル全体が巨大な樹木と融合し、葉がソーラーパネルの役割を果たし、樹液がエネルギーとしてパイプを流れている未来都市。ネオンサインとツタが絡み合っている様子を描いてください。
2029/04/27,水,No.04047,感情を燃料にする列車,人々の「喜び」や「悲しみ」をエネルギーにして走る蒸気機関車。乗客が自分の感情を機関室に投げ込むと、喜びは金色の、悲しみは青い蒸気となって煙突から吹き出す様子を生成してください。
2029/04/28,木,No.04048,逆さまに降る雨,地面から空に向かって、雨粒が上昇していく奇妙な天気。人々は傘を逆さまに持ち、空からの「乾き」を防ごうとしている様子を描いてください。
2029/04/29,金,No.04049,アール・ヌーヴォー様式の戦闘機,戦闘機の機体が、まるでアルフォンス・ミュシャの絵画のように、流麗な曲線、花や植物の有機的なモチーフで装飾されている。戦争の道具でありながら、過剰なまでに美しい姿を描いてください。
2029/04/30,土,No.04050,記憶が逆流する老人,年を取るにつれて、未来の記憶（予知）が増えていき、代わりに過去の記憶を失っていく老人。彼は、まだ起きていない孫の結婚式を鮮明に語りながら、自分の子供時代のことを忘れてしまっている様子を描いてください。
2029/05/01,日,No.04051,地図から消えた街,確かに存在するはずなのに、地図上にも、GPSにも表示されない街。その街の入り口は、ごく普通の路地裏やトンネルの奥にあり、そこだけが異質な空気を放っている様子を生成してください。
2029/05/02,月,No.04052,内臓が宝石でできた生物,透明な皮膚を持つ幻想的な生物。その体内には心臓や肺の代わりに、ルビーやサファイア、エメラルドなどの宝石が輝き、脈打っている様子を描いてください。
2029/05/03,火,No.04053,沈黙を通貨にする社会,人々が言葉を発することを極端に制限されている社会。高価な買い物をするためには、長期間溜め込んだ「沈黙」を差し出さなければならず、人々は筆談やジェスチャーで静かに暮らしている様子を描いてください。
2029/05/04,水,No.04054,知識の重みで傾く塔,知識や本が増えるたびに、物理的に重くなって傾いていく「バベルの塔」のような図書館。学者たちは、塔が倒れないように、必死で反対側に「無知」の重りを積んでいる様子を生成してください。
2029/05/05,木,No.04055,色が盗まれた世界,ある日突然、世界から特定の色（例えば「赤」）だけが完全に失われた。リンゴも血も夕焼けも、すべてが色あせた灰色になっている。人々がその色を必死に探している様子を描いてください。
2029/05/06,金,No.04056,翼の生えたクジラ,巨大なクジラが、羽毛の生えた壮麗な翼を広げ、雲海の上を悠々と飛んでいる。その背中には小さな町が築かれている様子を描いてください。
2029/05/07,土,No.04057,孤独を食べる怪物,人々の「孤独」を嗅ぎつけ、それを主食とする怪物。孤独な人のそばに静かに寄り添い、その感情を吸い取っていく。怪物は恐ろしい姿をしているが、どこか優しい目をしており、孤独を吸われた人は安らかな表情になっている様子を生成してください。
2029/05/08,日,No.04058,ピクセルでできた滝,山奥にある滝。しかし、流れ落ちているのは水ではなく、無数のデジタルピクセル。滝壺は光のノイズで満たされ、周囲の岩肌もバグったように描画されている様子を描いてください。
2029/05/09,月,No.04059,満員電車の騎士,中世の重厚な甲冑を身に着けた騎士が、現代の満員電車の中で、吊り革につかまり、窮屈そうにスマートフォンを操作している。周囲の人々は彼を意にも介していない日常風景を描いてください。
2029/05/10,火,No.04060,音を「見る」ための眼鏡,特殊な眼鏡をかけると、人々の話し声や音楽、街の雑音が、色とりどりの波形や模様として視覚化される世界。聴覚障害の少女がその眼鏡をかけ、初めて「音」の世界に触れて感動している様子を生成してください。
2029/05/11,水,No.04061,怠惰な火山,いつでも噴火できるほどの強大なエネルギーを蓄えている火山。しかし、あまりにも怠惰で、火口では溶岩が温泉のように湧き、人々がのんびりとくつろいでいる。山頂からは眠そうな煙が小さく出ている様子を描いてください。
2029/05/12,木,No.04062,泣きながら笑うピエロ,派手なメイクで笑顔を描かれたピエロが、サーカスのスポットライトの下で芸を披露している。しかし、その笑顔のメイクの上から、本物の大粒の涙が止まらずに流れ落ちている様子を、悲しくも美しく描いてください。
2029/05/13,金,No.04063,石になった言葉,人々が発した「悪意ある言葉」や「呪い」が、物理的な石ころとなって地面に転がっている。人々は、その石につまずかないよう、慎重に歩かなければならない街の様子を描いてください。
2029/05/14,土,No.04064,歴史を修正する時計職人,過去の出来事を「修正」できる特殊な懐中時計を持つ時計職人。彼は、歴史の重要な局面（例：暗殺未遂）に現れ、歯車を一つ調整することで、未来をわずかに変えようとしている。その姿は誰にも気づかれていない様子を生成してください。
2029/05/15,日,No.04065,海中を走る蒸気機関車,海底に敷かれた錆びた線路の上を、蒸気を吐き出しながら走るクラシックな蒸気機関車。車窓からは、サンゴ礁や巨大な海の生物たちが見え、魚の群れが列車と並走している様子を描いてください。
